PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
Reticulocyte_percentage,1,1,0.26,0.85,0.4,0.85,0.4,0.93,0.97,0.9,0.86,370,19,0.231594522509519,0.0255382310644762,0.03682161796387297,0.8611998778133864,0.00212065900831531,12.924387905319414,0.0686770981434391,0.0231608867359992,0.0291325067819482,0.00111412309123307,0.5535176288570159,0.04282737665504448
SHBG,1,1,0.42,0.93,0.96,0.92,0.96,0.03,0.02,0.06,0.19,461,28,0.285729371986597,0.0203083810959562,0.02964811927793377,0.9774923903432056,0.00168548666537649,12.837635647345325,0.0727459404822289,0.0164521525319355,0.0241934927996839,8.728800634932065e-4,0.6774177983911494,0.05276811221318869
Sitting_height,1,1,1,0.86,0.41,0.85,0.41,0.26,0.29,0.23,0.33,863,44,0.169451454472128,0.0181114911854718,0.02303463695950565,0.9999999832304692,7.576019149099346e-4,18.86536766983513,0.0413906502633531,0.0115554753849498,0.01531361763145654,2.992449265040625e-4,0.6737991757840879,0.035716196343284753
Speed_of_sound_through_heel,1,1,0.74,0.97,0.5,0.97,0.5,0.87,0.64,0.8,0.36,483,39,0.323547556332864,0.0274050804620422,0.03697380542377509,0.9999988478503982,0.00212013138166176,16.416369608156142,0.115499268390879,0.0205184543823448,0.02542878584383186,9.482246014581022e-4,0.9917226479094424,0.06041059452125914
Speed_of_sound_through_heel_left,0.95,0.95,0.42,0.66,0.34,0.7,0.34,0.09,0.24,0.23,0.69,180,6,0.354519462501125,0.03761090585348475,0.04871761374088174,0.9890204052574908,0.00361666337763287,8.476864790913423,0.0472885429260721,0.0273298996001217,0.0296607857992573,9.753774747507272e-4,0.1779647147955438,0.02099416696917342
Speed_of_sound_through_heel_right,1,1,0.57,0.71,0.89,0.7,0.89,0.51,0.21,0.48,0.44,132,7,0.32488925793928,0.0402814168176924,0.05437486295532488,0.9677081220231804,0.00448267299988108,6.79685786941561,0.0967494510416655,0.0249270091284199,0.0417007619941066,0.0029021369217759,0.2919053339587462,0.04294709990512779
Standing_height,1,1,0.66,1,0.55,1,0.55,0.26,0.39,0.44,0.5,1406,67,0.142728619032079,0.0175002251203794,0.02280330047673424,0.9999928676173656,7.845978752866669e-4,30.533619338347155,0.0494295765405058,0.0123552471591234,0.01734821010447667,4.086817872437939e-4,1.1623300769999372,0.03806722236627112
Systolic_blood_pressure_automated_reading,1,1,1,0.7,0.39,0.7,0.39,0.94,0.68,0.66,0.54,340,23,0.0738538182369867,0.0178747034532549,0.02126754916438366,0.9999656683611858,5.609577168383641e-4,6.741813085109621,0.0453067441708039,0.0130801251615089,0.01728608896052957,3.577081450098701e-4,0.3975800460921801,0.05897227364109213
Total_bilirubin,0.99,0.98,0.61,0.41,0.49,0.43,0.49,0.93,0.96,0.8,0.91,150,6,0.753916592212117,0.0217633345184043,0.04395612849877682,0.8487268498766503,0.00811309219982243,6.329682503823862,0.0572486135993337,0.02062973462276405,0.02559544037262966,0.00109236733853473,0.153572642235778,0.02426229785506655
Total_protein,1,1,0.98,1,0.46,1,0.46,0.61,0.36,0.3,0.1,230,19,0.260997944882914,0.0257907176221125,0.03642970807645723,0.9999951562690708,0.00224890561960233,7.686668404132474,0.0646582465074748,0.016482223217483,0.02103978533781244,6.267280457846028e-4,0.3997559214184364,0.05200639606146159
Triglycerides,0.99,1,0.91,0.52,0.54,0.52,0.54,0.9,0.98,0.68,0.94,235,10,0.255704377870225,0.0248836241739522,0.03833785919995305,0.9730523303536772,0.00286878450669269,8.626018319989436,0.0514022274383552,0.0176377054228759,0.02350775269555391,6.722421783979771e-4,0.2350775269555391,0.02725214788969135
Trunk_fat_free_mass,1,1,0.85,0.8,0.34,0.8,0.34,0.86,0.73,0.53,0.36,545,32,0.130650832950843,0.0141044971511785,0.01753502159311105,0.9999955556810692,4.416365687256252e-4,8.99546607726597,0.0324313659902095,0.00984075965921722,0.01276834122732169,2.1343635717803783e-4,0.40858691927429425,0.04542142850239927
Trunk_fat_mass,1,1,0.47,0.28,0.27,0.28,0.27,0.53,0.31,1,0.97,310,19,0.216269082711783,0.0194890295679902,0.02368408096951369,0.995576967977752,8.173676004020825e-4,6.892067562128484,0.0417512720542045,0.0160117748629778,0.01858142553366422,3.9948357842596783e-4,0.3530470851396203,0.05122513410628673
Trunk_fat_percentage,1,1,0.29,0.21,0.6,0.21,0.6,0.82,0.78,0.64,0.41,146,12,0.0835972530279229,0.0202408852955385,0.02304170816393348,0.9999955535858776,6.580909660615216e-4,3.0875888939670872,0.0286076102889208,0.0120926960681492,0.01360010590389159,2.1461436866871748e-4,0.1632012708466991,0.05285718936403157
Trunk_predicted_mass,1,1,0.7,0.94,0.22,0.94,0.22,0.96,0.92,0.65,0.51,545,33,0.129566141667297,0.01407414662970455,0.0174134277345956,0.9999996840681308,4.355779733352963e-4,8.915675000112946,0.0319215158282637,0.00950372940509589,0.01201611141600054,1.7137201104275903e-4,0.396531676728018,0.0444757886220611
Urate,1,1,0.21,0.71,0.22,0.71,0.22,0.7,0.81,0.42,0.56,368,16,0.344983422155864,0.0184735253384627,0.02982680590346464,0.9997672904621052,0.0023019010899781,10.499035678019553,0.0256053706967295,0.01289880418643365,0.01530910904927015,2.6440916725383845e-4,0.2449457447883224,0.02333030883027981
Urea,0.98,0.97,0.92,0.9,0.79,0.9,0.79,0.54,0.79,0.23,0.19,182,13,0.135608167638823,0.0222987131980706,0.02967619188750213,0.9964633763471016,0.00128115144467404,5.0152764289878595,0.043166144793427,0.017774265412015,0.01951955038531044,4.709968032566335e-4,0.2537541550090358,0.05059624501300844
Waist_circumference,1,1,0.53,0.85,0.73,0.85,0.73,0.7,0.51,0.81,0.74,199,13,0.166281996402805,0.0153908585475918,0.0193317299060191,0.7469782289541307,5.865995694275093e-4,3.5957017625195524,0.049536734989037,0.015050724387481,0.0212728563601439,6.866887334934592e-4,0.2765471326818707,0.07691047560298514
Weight,1,1,0.78,0.52,0.62,0.52,0.62,0.46,0.31,0.68,0.76,432,32,0.185029408332811,0.016788921982954,0.02106833423413997,0.8402357254142703,6.508223689701166e-4,8.42733369365599,0.0509942164918611,0.01581913368238445,0.02109911706931176,5.9749458755022e-4,0.6751717462179765,0.08011688758999051
White_blood_cell_leukocyte_count,1,1,0.74,0.89,1,0.89,1,0.93,0.98,0.71,0.8,564,44,0.164871823892739,0.02025177601801889,0.02618269597342586,0.9999999916232158,9.772962327210214e-4,13.615001906181446,0.0657225626428104,0.01450568405410645,0.01874351224545653,4.820602128522944e-4,0.8247145388000873,0.06057395691040283
Whole_body_fat_free_mass,1,1,0.21,0.88,0.55,0.88,0.55,0.78,0.61,0.74,0.76,697,42,0.117702360003305,0.0133167635717234,0.01638581331791069,0.9983816949948616,3.7847875667454807e-4,10.732707723231504,0.0319663235925647,0.01092659705595415,0.01367380463051054,2.282403990040932e-4,0.574299794481443,0.05350931091120101
Whole_body_fat_mass,1,1,0.37,0.76,0.85,0.76,0.85,0.9,0.78,0.91,0.36,421,27,0.213603202900575,0.01678591384366585,0.02081323806458941,0.9483675566021637,6.360051478972254e-4,8.20041579744823,0.0445133601512283,0.016063607274517,0.01843944728318628,4.2734408706223136e-4,0.4978650766460296,0.06071217471691535
Whole_body_water_mass,1,1,0.12,0.85,0.71,0.85,0.71,0.72,0.51,0.76,0.51,684,43,0.117545847014731,0.0135870124596787,0.01663049057144337,0.9996691279625576,3.904673525719194e-4,10.6601444562952,0.0321403972839986,0.0104937645536803,0.01358810289050513,2.389346844780483e-4,0.5842884242917207,0.05481055408650463
