PHENO,PEARSON_CORR,SPEARMAN_RHO,COSINE_SIM,TOP10PCT_PREV,TOP1PCT_PREV,TOP10PCT_OR,TOP1PCT_OR,PERCENTILE_AVE_PREV_SLOPE,PERCENTILE_AVE_PREV_SPEARMAN,PERCENTILE_AVE_PHENO_SLOPE,PERCENTILE_AVE_PHENO_SPEARMAN,N_SNPS,N_TARGET_SNPS,MAX_MAG_BKGRD,MEDIAN_MAG_BKGRD,AVE_MAG_BKGRD,BETA_WILCOX_PVAL,VAR_BKGRD,SUM_BKGRD,MAX_MAG_TARGET,MEDIAN_MAG_TARGET,AVE_MAG_TARGET,VAR_TARGET,SUM_TARGET,SUM_RATIO_TARGET_BKGRD
SHBG,1,1,0.67,1,0.99,1,0.99,0.06,0.05,0.11,0.17,461,82,0.285729371986597,0.0213266446009332,0.03105599564112926,0.999999999164275,0.00184816033874131,11.77022234798799,0.0727459404822289,0.0146550526490279,0.02127842802132297,6.501839216576287e-4,1.7448310977484842,0.14824113310372142
Sitting_height,1,1,1,0.92,0.33,0.92,0.33,0.33,0.47,0.46,0.51,863,103,0.169451454472128,0.0184733968396239,0.02357253475148311,0.9999999999999992,7.913023381426024e-4,17.915126411127165,0.050039331752109,0.0129791750737499,0.01576738285914614,3.127054239065963e-4,1.624040434492053,0.09065191041484108
Speed_of_sound_through_heel,1,1,0.71,1,0.64,1,0.64,0.92,0.74,0.91,0.59,483,79,0.323547556332864,0.02792423138713315,0.03781155125835557,0.9999999994256972,0.00222500977937288,15.275866708375652,0.115499268390879,0.0204887478295168,0.02699019680620167,0.00102151613176343,2.132225547689932,0.13958131400301155
Speed_of_sound_through_heel_left,1,1,0.99,0.98,0.52,0.99,0.52,0.14,0.4,0.55,0.95,180,21,0.354519462501125,0.0380049890210521,0.04994671144343431,0.999912262250533,0.0038210353255297,7.941527119506055,0.0835843634404948,0.0284504782932271,0.03396678029537674,0.00124950876307084,0.7133023862029115,0.08981929740577116
Speed_of_sound_through_heel_right,1,1,0.47,0.85,0.92,0.85,0.92,0.69,0.37,0.66,0.59,132,15,0.32488925793928,0.0425089639849222,0.05580943144317672,0.9991971008586844,0.00470658809221521,6.529703478851677,0.0967494510416655,0.0249270091284199,0.03727064830151193,0.00191654744594834,0.559059724522679,0.08561793446415367
Standing_height,1,1,0.64,1,0.78,1,0.78,0.27,0.4,0.44,0.6,1406,160,0.142728619032079,0.01776805538029074,0.02325256250893134,0.999999999999808,8.144027018267181e-4,28.972692886128453,0.0718609434816962,0.0124260963289979,0.01702035330761649,3.964704585570456e-4,2.7232565292186393,0.09399390453355062
Systolic_blood_pressure_automated_reading,1,1,1,0.88,0.43,0.88,0.43,0.91,0.79,0.65,0.59,340,42,0.0738538182369867,0.0182576312378928,0.02169058327412765,0.9999999995863382,5.82914457728852e-4,6.4637938156900425,0.0453067441708039,0.01350996598716374,0.01608569798837521,2.9780622679865653e-4,0.6755993155117589,0.10452055476643252
Total_bilirubin,1,1,0.53,0.57,0.24,0.57,0.24,0.98,0.94,0.83,0.91,150,15,0.753916592212117,0.0221892038836721,0.04588924166258053,0.9998262571494004,0.00861451036584612,6.195047624448372,0.0572486135993337,0.0145052496558033,0.01921383477408452,5.378144024658513e-4,0.2882075216112679,0.04652224471590416
Total_protein,1,1,0.99,1,0.58,1,0.58,0.69,0.35,0.42,0.15,230,31,0.260997944882914,0.026669096960391,0.03731642135388367,0.999999962164278,0.00235361201762858,7.425967849422849,0.0646582465074748,0.0171660235351735,0.02130504761703423,6.025472348692933e-4,0.6604564761280612,0.08893877397804682
Triglycerides,1,1,0.47,0.61,0.84,0.62,0.84,0.83,0.97,0.49,0.93,235,21,0.255704377870225,0.02473809118542595,0.03895544458103659,0.9835897284168136,0.0029725583931871,8.336465140341831,0.0514022274383552,0.0223544729333096,0.02498241460014969,8.143599954282689e-4,0.5246307066031436,0.06293203387420768
Trunk_fat_free_mass,1,1,0.96,0.87,0.65,0.87,0.65,0.88,0.77,0.63,0.48,545,54,0.130650832950843,0.0142600663168419,0.01766559454196643,0.9999993155786426,4.4924843676143417e-4,8.673806920105518,0.0363623031972983,0.01030729782920725,0.01352307548953235,2.3145602907645704e-4,0.7302460764347469,0.08418980076004083
Trunk_fat_mass,1,1,0.55,0.52,0.62,0.52,0.62,0.55,0.49,1,0.97,310,42,0.216269082711783,0.0195407758313673,0.02381869202253132,0.9966695632044154,8.362667564471216e-4,6.383409462038395,0.0464764611018196,0.0162579684434491,0.02051679012451688,4.932164069504406e-4,0.8617051852297092,0.13499136947961715
Trunk_fat_percentage,1,1,0.49,0.38,0.63,0.38,0.63,0.88,0.82,0.7,0.52,146,20,0.0835972530279229,0.02043232173739249,0.02325065145212792,0.9999928699667968,6.679009637414505e-4,2.9295820829681185,0.0426652919747984,0.01255290793804135,0.01606040409228339,3.386984428008343e-4,0.3212080818456679,0.10964297048138504
Trunk_predicted_mass,1,1,0.84,0.94,0.56,0.94,0.56,0.96,0.95,0.56,0.59,545,58,0.129566141667297,0.0142064831322852,0.01763629104543075,0.9999999996730898,4.467444822740056e-4,8.58887373912478,0.0367117345871487,0.01009665455260235,0.01247125754683075,1.9322905082895644e-4,0.7233329377161836,0.0842174375461121
Urate,1,1,0.31,0.98,0.22,0.98,0.22,0.89,0.81,0.61,0.45,368,40,0.344983422155864,0.0188166934578892,0.03067069692428571,0.9999921184902344,0.00243908206329726,10.059988591165713,0.039972094785498,0.01443260367953155,0.01709982079105406,3.5564829159527085e-4,0.6839928316421626,0.06799141226092625
Urea,1,1,0.82,1,0.89,1,0.89,0.51,0.72,0.29,0.2,182,16,0.135608167638823,0.02228959465363714,0.029603658516044,0.9922884254394436,0.00127391175719939,4.914207313663304,0.0644461762673415,0.01794780450081165,0.02217645439584945,6.481497950810949e-4,0.3548232703335913,0.07220356156872992
Waist_circumference,1,1,0.43,1,0.66,1,0.66,0.87,0.65,0.91,0.88,199,22,0.166281996402805,0.0154123101484779,0.01927822239982035,0.8704532345265212,5.852067927468077e-4,3.4122453647682023,0.0517481727597137,0.0149568792878345,0.02090925138332822,6.568837807470764e-4,0.4600035304332208,0.13480962863421442
Weight,1,1,0.79,0.91,0.96,0.91,0.96,0.61,0.44,0.77,0.76,432,56,0.185029408332811,0.0169721122922094,0.02145730030013131,0.9999413970391366,6.755478292425688e-4,8.067944912849372,0.0509942164918611,0.0138386406926318,0.01847429512543916,4.5224266161857785e-4,1.0345605270245934,0.12823098548639145
White_blood_cell_leukocyte_count,1,1,0.75,1,1,1,1,0.99,1,0.82,0.88,564,92,0.164871823892739,0.0204439360143817,0.02651437086361046,0.9999999926262496,0.00100764902531693,12.51478304762414,0.0657225626428104,0.0153182042744116,0.02092318910171079,5.911253044558919e-4,1.9249333973573932,0.15381276607290692
Whole_body_fat_free_mass,1,1,0.28,0.91,0.43,0.91,0.43,0.91,0.74,0.84,0.95,697,86,0.117702360003305,0.0135540577660783,0.01658635101952217,0.9999985721193584,3.886020918526779e-4,10.13426047292805,0.0347849694085951,0.01049247292881875,0.01363659354401045,2.3637242539437767e-4,1.1727470447848989,0.11572102847738051
Whole_body_fat_mass,1,1,0.43,0.96,0.99,0.96,0.99,0.96,0.94,0.91,0.73,421,64,0.213603202900575,0.017048602679053,0.02101384985025206,0.9999612543835054,6.523736805889064e-4,7.5019443965399875,0.0595764648336151,0.0146139044699582,0.01869275746178548,4.532378350258923e-4,1.196336477554271,0.1594701872365303
Whole_body_water_mass,1,1,0.11,0.83,0.61,0.83,0.61,0.85,0.73,0.93,0.7,684,84,0.117545847014731,0.01386371904759685,0.01691709975621866,0.9999999997479516,4.0340773876403047e-4,10.150259853731198,0.033526479299974,0.00984088996563473,0.01302586936733006,2.2017965367253616e-4,1.0941730268557257,0.10779753844957098
